customer_id,snapshot_month,converted_next_3m,responsible_credit_behaviour_6m,observed_product_id,synthetic_p_conversion_true,synthetic_p_responsible_true
C000501,2024-08-31,0,1,NONE,0.07143,0.8808
C000502,2024-08-31,0,1,NONE,0.10707,0.91293
C000503,2024-08-31,0,1,NONE,0.0714,0.86989
C000504,2024-08-31,0,1,NONE,0.07585,0.8808
C000505,2024-08-31,0,1,NONE,0.05884,0.82491
C000506,2024-08-31,0,1,NONE,0.08469,0.91293
C000507,2024-08-31,0,1,NONE,0.06979,0.73106
C000508,2024-08-31,0,1,NONE,0.1311,0.91293
C000509,2024-08-31,0,1,NONE,0.07015,0.8808
C000510,2024-08-31,0,0,NONE,0.03718,0.70057
C000511,2024-08-31,0,1,NONE,0.05259,0.70057
C000512,2024-08-31,0,1,NONE,0.24152,0.91293
C000513,2024-08-31,0,1,NONE,0.05324,0.70057
C000514,2024-08-31,0,1,NONE,0.05455,0.83889
C000515,2024-08-31,0,1,NONE,0.07278,0.61064
C000516,2024-08-31,0,1,NONE,0.07706,0.83889
C000517,2024-08-31,0,0,NONE,0.05751,0.76852
C000518,2024-08-31,0,1,NONE,0.06728,0.7773
C000519,2024-08-31,0,0,NONE,0.0386,0.70057
C000520,2024-08-31,0,1,NONE,0.08264,0.86989
C000521,2024-08-31,0,1,NONE,0.05594,0.91293
C000522,2024-08-31,0,1,NONE,0.09439,0.76852
C000523,2024-08-31,0,1,NONE,0.09692,0.52498
C000524,2024-08-31,0,1,NONE,0.10997,0.68997
C000525,2024-08-31,0,1,NONE,0.06884,0.70057
C000526,2024-08-31,0,1,NONE,0.03992,0.61064
C000527,2024-08-31,0,1,NONE,0.19437,0.93703
C000528,2024-08-31,0,1,NONE,0.16671,0.90465
C000529,2024-08-31,0,1,NONE,0.10363,0.86989
C000530,2024-08-31,0,0,NONE,0.07234,0.52498
C000531,2024-08-31,0,0,NONE,0.05625,0.8808
C000532,2024-08-31,0,1,NONE,0.03557,0.8808
C000533,2024-08-31,0,1,NONE,0.07803,0.76852
C000534,2024-08-31,0,1,NONE,0.03784,0.8808
C000535,2024-08-31,1,1,P003,0.24084,0.70057
C000536,2024-08-31,0,1,NONE,0.02413,0.71095
C000537,2024-08-31,1,1,P003,0.07928,0.82491
C000538,2024-08-31,1,1,P002,0.05547,0.76852
C000539,2024-08-31,0,1,NONE,0.05243,0.71095
C000540,2024-08-31,0,1,NONE,0.05223,0.75951
C000541,2024-08-31,0,1,NONE,0.123,0.93703
C000542,2024-08-31,0,1,NONE,0.06503,0.82491
C000543,2024-08-31,0,1,NONE,0.12384,0.83202
C000544,2024-08-31,0,1,NONE,0.07804,0.90465
C000545,2024-08-31,0,1,NONE,0.07866,0.63414
C000546,2024-08-31,0,1,NONE,0.12918,0.7773
C000547,2024-08-31,0,1,NONE,0.08813,0.76852
C000548,2024-08-31,0,1,NONE,0.04623,0.70057
C000549,2024-08-31,0,1,NONE,0.15736,0.91293
C000550,2024-08-31,0,0,NONE,0.2038,0.83889
C000551,2024-08-31,0,1,NONE,0.05055,0.82491
C000552,2024-08-31,0,0,NONE,0.03668,0.63414
C000553,2024-08-31,0,1,NONE,0.08978,0.76852
C000554,2024-08-31,0,1,NONE,0.09658,0.91293
C000555,2024-08-31,0,1,NONE,0.05392,0.47502
C000556,2024-08-31,0,1,NONE,0.12123,0.76852
C000557,2024-08-31,0,1,NONE,0.03411,0.71095
C000558,2024-08-31,0,1,NONE,0.12311,0.82491
C000559,2024-08-31,0,1,NONE,0.13986,0.82491
C000560,2024-08-31,1,1,P002,0.10062,0.82491
C000561,2024-08-31,0,1,NONE,0.0457,0.70057
C000562,2024-08-31,0,0,NONE,0.06217,0.76852
C000563,2024-08-31,0,1,NONE,0.28737,0.84553
C000564,2024-08-31,0,1,NONE,0.07118,0.8808
C000565,2024-08-31,1,0,P001,0.08339,0.85815
C000566,2024-08-31,0,1,NONE,0.1348,0.8808
C000567,2024-08-31,0,1,NONE,0.10448,0.83202
C000568,2024-08-31,0,1,NONE,0.03122,0.63414
C000569,2024-08-31,0,1,NONE,0.08862,0.76852
C000570,2024-08-31,0,0,NONE,0.04029,0.68997
C000571,2024-08-31,0,1,NONE,0.09716,0.83889
C000572,2024-08-31,1,1,P002,0.10003,0.86989
C000573,2024-08-31,0,1,NONE,0.12023,0.82491
C000574,2024-08-31,0,1,NONE,0.17026,0.91293
C000575,2024-08-31,0,0,NONE,0.08987,0.91293
C000576,2024-08-31,1,0,P001,0.05676,0.82491
C000577,2024-08-31,0,1,NONE,0.0582,0.86989
C000578,2024-08-31,0,1,NONE,0.08817,0.85815
C000579,2024-08-31,0,1,NONE,0.08052,0.86989
C000580,2024-08-31,0,1,NONE,0.09312,0.83889
C000581,2024-08-31,0,1,NONE,0.12167,0.8808
C000582,2024-08-31,1,1,P001,0.07844,0.8808
C000583,2024-08-31,0,1,NONE,0.06621,0.70057
C000584,2024-08-31,0,1,NONE,0.07975,0.61064
C000585,2024-08-31,0,1,NONE,0.04941,0.86989
C000586,2024-08-31,1,1,P001,0.08876,0.82491
C000587,2024-08-31,0,1,NONE,0.06629,0.76852
C000588,2024-08-31,0,1,NONE,0.15713,0.83889
C000589,2024-08-31,0,1,NONE,0.02957,0.71095
C000590,2024-08-31,0,1,NONE,0.03956,0.70057
C000591,2024-08-31,0,1,NONE,0.13136,0.91293
C000592,2024-08-31,0,0,NONE,0.07035,0.82491
C000593,2024-08-31,0,1,NONE,0.15231,0.83889
C000594,2024-08-31,0,1,NONE,0.03827,0.7773
C000595,2024-08-31,0,0,NONE,0.04207,0.63414
C000596,2024-08-31,0,1,NONE,0.0522,0.83889
C000597,2024-08-31,0,0,NONE,0.1347,0.82491
C000598,2024-08-31,0,1,NONE,0.05593,0.68997
C000599,2024-08-31,0,1,NONE,0.06741,0.93703
C000600,2024-08-31,1,0,P001,0.084,0.82491
C000601,2024-08-31,1,1,P001,0.0897,0.8808
C000602,2024-08-31,0,0,NONE,0.07822,0.86989
C000603,2024-08-31,0,1,NONE,0.10353,0.89567
C000604,2024-08-31,0,1,NONE,0.14218,0.8808
C000605,2024-08-31,0,1,NONE,0.09508,0.90465
C000606,2024-08-31,0,1,NONE,0.15852,0.86989
C000607,2024-08-31,1,1,P002,0.16471,0.86989
C000608,2024-08-31,0,1,NONE,0.02931,0.78583
C000609,2024-08-31,0,1,NONE,0.07667,0.82491
C000610,2024-08-31,0,1,NONE,0.08983,0.8808
C000611,2024-08-31,0,0,NONE,0.07573,0.82491
C000612,2024-08-31,0,1,NONE,0.05789,0.8808
C000613,2024-08-31,0,1,NONE,0.06599,0.93703
C000614,2024-08-31,0,1,NONE,0.15511,0.90465
C000615,2024-08-31,0,0,NONE,0.09943,0.71095
C000616,2024-08-31,0,1,NONE,0.03557,0.7773
C000617,2024-08-31,0,1,NONE,0.08011,0.8808
C000618,2024-08-31,0,1,NONE,0.05937,0.83889
C000619,2024-08-31,0,1,NONE,0.10005,0.78583
C000620,2024-08-31,0,1,NONE,0.03343,0.63414
C000621,2024-08-31,0,1,NONE,0.04596,0.91293
C000622,2024-08-31,0,1,NONE,0.13184,0.8808
C000623,2024-08-31,0,1,NONE,0.14365,0.93703
C000624,2024-08-31,0,1,NONE,0.03552,0.64566
C000625,2024-08-31,0,1,NONE,0.1532,0.90465
C000626,2024-08-31,0,1,NONE,0.0997,0.76852
C000627,2024-08-31,0,1,NONE,0.1368,0.86989
C000628,2024-08-31,0,0,NONE,0.04985,0.63414
C000629,2024-08-31,1,1,P004,0.12369,0.8808
C000630,2024-08-31,0,1,NONE,0.07365,0.91293
C000631,2024-08-31,0,1,NONE,0.09648,0.75951
C000632,2024-08-31,0,1,NONE,0.10567,0.91293
C000633,2024-08-31,0,1,NONE,0.04015,0.78583
C000634,2024-08-31,0,1,NONE,0.04974,0.76852
C000635,2024-08-31,1,0,P001,0.3374,0.70057
C000636,2024-08-31,0,1,NONE,0.06082,0.52498
C000637,2024-08-31,0,1,NONE,0.07674,0.8808
C000638,2024-08-31,0,1,NONE,0.14761,0.8808
C000639,2024-08-31,0,1,NONE,0.04712,0.91293
C000640,2024-08-31,0,1,NONE,0.08822,0.86989
C000641,2024-08-31,0,1,NONE,0.05285,0.7773
C000642,2024-08-31,0,1,NONE,0.09724,0.86989
C000643,2024-08-31,0,1,NONE,0.03877,0.52498
C000644,2024-08-31,0,1,NONE,0.05124,0.76852
C000645,2024-08-31,0,1,NONE,0.0989,0.8808
C000646,2024-08-31,1,1,P003,0.13631,0.91293
C000647,2024-08-31,0,1,NONE,0.02931,0.70057
C000648,2024-08-31,0,1,NONE,0.08298,0.85815
C000649,2024-08-31,1,1,P002,0.05834,0.8808
C000650,2024-08-31,0,0,NONE,0.116,0.78583
C000651,2024-08-31,1,1,P003,0.09052,0.76852
C000652,2024-08-31,0,0,NONE,0.11342,0.86989
C000653,2024-08-31,0,1,NONE,0.121,0.8808
C000654,2024-08-31,0,1,NONE,0.05295,0.83889
C000655,2024-08-31,0,1,NONE,0.08628,0.89567
C000656,2024-08-31,0,1,NONE,0.03828,0.83889
C000657,2024-08-31,0,1,NONE,0.04115,0.86989
C000658,2024-08-31,0,1,NONE,0.03782,0.76852
C000659,2024-08-31,0,1,NONE,0.06284,0.82491
C000660,2024-08-31,0,1,NONE,0.07158,0.76852
C000661,2024-08-31,0,1,NONE,0.08947,0.83889
C000662,2024-08-31,0,1,NONE,0.094,0.86989
C000663,2024-08-31,1,1,P001,0.07348,0.76852
C000664,2024-08-31,1,0,P002,0.08755,0.70057
C000665,2024-08-31,1,0,P004,0.06818,0.61064
C000666,2024-08-31,0,1,NONE,0.06516,0.8808
C000667,2024-08-31,0,0,NONE,0.10184,0.91293
C000668,2024-08-31,0,1,NONE,0.05928,0.90465
C000669,2024-08-31,0,1,NONE,0.07426,0.83889
C000670,2024-08-31,0,1,NONE,0.05399,0.71095
C000671,2024-08-31,1,1,P001,0.04489,0.70057
C000672,2024-08-31,0,1,NONE,0.10005,0.8808
C000673,2024-08-31,0,1,NONE,0.08114,0.92414
C000674,2024-08-31,0,1,NONE,0.0612,0.82491
C000675,2024-08-31,0,1,NONE,0.04522,0.8808
C000676,2024-08-31,0,1,NONE,0.0642,0.71095
C000677,2024-08-31,0,1,NONE,0.06952,0.91293
C000678,2024-08-31,0,1,NONE,0.0892,0.82491
C000679,2024-08-31,0,1,NONE,0.06976,0.78583
C000680,2024-08-31,0,1,NONE,0.12742,0.71095
C000681,2024-08-31,0,1,NONE,0.037,0.63414
C000682,2024-08-31,0,0,NONE,0.06467,0.71095
C000683,2024-08-31,0,1,NONE,0.05968,0.63414
C000684,2024-08-31,0,1,NONE,0.15174,0.79413
C000685,2024-08-31,0,1,NONE,0.20047,0.82491
C000686,2024-08-31,0,1,NONE,0.05732,0.61064
C000687,2024-08-31,0,1,NONE,0.10813,0.83889
C000688,2024-08-31,0,1,NONE,0.0792,0.90465
C000689,2024-08-31,0,1,NONE,0.13283,0.91293
C000690,2024-08-31,0,1,NONE,0.08484,0.8808
C000691,2024-08-31,0,1,NONE,0.05035,0.76852
C000692,2024-08-31,0,1,NONE,0.11198,0.91293
C000693,2024-08-31,0,1,NONE,0.06409,0.76852
C000694,2024-08-31,0,1,NONE,0.0429,0.76852
C000695,2024-08-31,1,1,P001,0.1656,0.91293
C000696,2024-08-31,0,1,NONE,0.05884,0.8808
C000697,2024-08-31,0,0,NONE,0.07698,0.68997
C000698,2024-08-31,0,0,NONE,0.10706,0.8808
C000699,2024-08-31,0,1,NONE,0.07743,0.68997
C000700,2024-08-31,0,0,NONE,0.0573,0.76852
C000701,2024-08-31,1,1,P002,0.1846,0.76852
C000702,2024-08-31,0,1,NONE,0.12042,0.83889
C000703,2024-08-31,0,1,NONE,0.04789,0.70057
C000704,2024-08-31,1,0,P002,0.22229,0.86989
C000705,2024-08-31,0,1,NONE,0.16043,0.83889
C000706,2024-08-31,0,1,NONE,0.10252,0.7773
C000707,2024-08-31,0,1,NONE,0.05972,0.91293
C000708,2024-08-31,0,1,NONE,0.08686,0.86989
C000709,2024-08-31,0,1,NONE,0.04679,0.52498
C000710,2024-08-31,0,0,NONE,0.07652,0.82491
C000711,2024-08-31,0,0,NONE,0.09663,0.93703
C000712,2024-08-31,0,1,NONE,0.10968,0.68997
C000713,2024-08-31,0,1,NONE,0.06434,0.83202
C000714,2024-08-31,0,1,NONE,0.15636,0.91293
C000715,2024-08-31,0,0,NONE,0.17475,0.91293
C000716,2024-08-31,0,1,NONE,0.03647,0.83889
C000717,2024-08-31,0,1,NONE,0.07275,0.82491
C000718,2024-08-31,0,0,NONE,0.0278,0.52498
C000719,2024-08-31,0,1,NONE,0.22944,0.8808
C000720,2024-08-31,0,1,NONE,0.21335,0.88595
C000721,2024-08-31,0,1,NONE,0.06906,0.82491
C000722,2024-08-31,0,1,NONE,0.0435,0.71095
C000723,2024-08-31,0,0,NONE,0.05886,0.52498
C000724,2024-08-31,0,1,NONE,0.11683,0.92414
C000725,2024-08-31,0,1,NONE,0.08324,0.70057
C000726,2024-08-31,0,1,NONE,0.04984,0.78583
C000727,2024-08-31,0,1,NONE,0.11738,0.76852
C000728,2024-08-31,0,1,NONE,0.05764,0.65701
C000729,2024-08-31,0,1,NONE,0.12833,0.85815
C000730,2024-08-31,0,1,NONE,0.12557,0.82491
C000731,2024-08-31,0,1,NONE,0.03086,0.71095
C000732,2024-08-31,0,0,NONE,0.07178,0.78583
C000733,2024-08-31,0,0,NONE,0.02274,0.52498
C000734,2024-08-31,0,0,NONE,0.21077,0.83889
C000735,2024-08-31,0,1,NONE,0.06344,0.78583
C000736,2024-08-31,0,1,NONE,0.07969,0.82491
C000737,2024-08-31,0,1,NONE,0.05721,0.71095
C000738,2024-08-31,0,0,NONE,0.14295,0.73106
C000739,2024-08-31,0,0,NONE,0.05871,0.83889
C000740,2024-08-31,0,1,NONE,0.0658,0.61064
C000741,2024-08-31,0,0,NONE,0.02781,0.52498
C000742,2024-08-31,0,0,NONE,0.02942,0.52498
C000743,2024-08-31,0,1,NONE,0.0673,0.75951
C000744,2024-08-31,0,0,NONE,0.07593,0.70057
C000745,2024-08-31,1,1,P002,0.07422,0.8808
C000746,2024-08-31,1,1,P001,0.07352,0.85815
C000747,2024-08-31,0,1,NONE,0.09028,0.83889
C000748,2024-08-31,0,1,NONE,0.0554,0.83889
C000749,2024-08-31,0,1,NONE,0.10019,0.91293
C000750,2024-08-31,1,1,P004,0.05313,0.86989
C000751,2024-08-31,0,1,NONE,0.05535,0.76852
C000752,2024-08-31,0,1,NONE,0.05796,0.83889
C000753,2024-08-31,0,1,NONE,0.11909,0.76852
C000754,2024-08-31,1,1,P003,0.15356,0.8808
C000755,2024-08-31,0,0,NONE,0.21202,0.8808
C000756,2024-08-31,0,1,NONE,0.05934,0.83889
C000757,2024-08-31,0,1,NONE,0.08255,0.76852
C000758,2024-08-31,0,1,NONE,0.12118,0.90465
C000759,2024-08-31,0,0,NONE,0.10298,0.78583
C000760,2024-08-31,0,1,NONE,0.05161,0.8808
C000761,2024-08-31,0,1,NONE,0.11004,0.68997
C000762,2024-08-31,0,0,NONE,0.08264,0.52498
C000763,2024-08-31,0,1,NONE,0.04946,0.78583
C000764,2024-08-31,0,1,NONE,0.09743,0.63414
C000765,2024-08-31,0,1,NONE,0.12126,0.91293
C000766,2024-08-31,0,1,NONE,0.06518,0.78583
C000767,2024-08-31,0,1,NONE,0.03953,0.71095
C000768,2024-08-31,0,0,NONE,0.03424,0.63414
C000769,2024-08-31,0,1,NONE,0.05011,0.78583
C000770,2024-08-31,0,1,NONE,0.0342,0.7773
C000771,2024-08-31,0,0,NONE,0.06607,0.61064
C000772,2024-08-31,0,1,NONE,0.06696,0.82491
C000773,2024-08-31,0,1,NONE,0.0915,0.8808
C000774,2024-08-31,0,1,NONE,0.06312,0.91293
C000775,2024-08-31,0,0,NONE,0.12435,0.78583
C000776,2024-08-31,0,1,NONE,0.06458,0.91293
C000777,2024-08-31,1,1,P002,0.07554,0.8808
C000778,2024-08-31,0,1,NONE,0.06047,0.76852
C000779,2024-08-31,0,1,NONE,0.05145,0.86989
C000780,2024-08-31,0,1,NONE,0.05911,0.91293
C000781,2024-08-31,0,0,NONE,0.04525,0.61064
C000782,2024-08-31,0,1,NONE,0.06058,0.91293
C000783,2024-08-31,0,1,NONE,0.08664,0.8808
C000784,2024-08-31,0,1,NONE,0.06316,0.79413
C000785,2024-08-31,0,1,NONE,0.06935,0.93703
C000786,2024-08-31,0,1,NONE,0.05446,0.83889
C000787,2024-08-31,0,1,NONE,0.05146,0.91293
C000788,2024-08-31,0,0,NONE,0.03898,0.83889
C000789,2024-08-31,0,1,NONE,0.05176,0.91293
C000790,2024-08-31,0,1,NONE,0.10391,0.8808
C000791,2024-08-31,0,1,NONE,0.13926,0.76852
C000792,2024-08-31,0,1,NONE,0.11607,0.83889
C000793,2024-08-31,0,1,NONE,0.11025,0.83889
C000794,2024-08-31,0,0,NONE,0.03632,0.63414
C000795,2024-08-31,0,0,NONE,0.07797,0.52498
C000796,2024-08-31,0,1,NONE,0.06289,0.83889
C000797,2024-08-31,0,1,NONE,0.05808,0.52498
C000798,2024-08-31,0,1,NONE,0.03745,0.41338
C000799,2024-08-31,0,1,NONE,0.13736,0.82491
C000800,2024-08-31,0,0,NONE,0.05565,0.8808
C000801,2024-08-31,0,1,NONE,0.08032,0.82491
C000802,2024-08-31,0,1,NONE,0.09079,0.76852
C000803,2024-08-31,0,1,NONE,0.10045,0.91293
C000804,2024-08-31,0,1,NONE,0.15264,0.8808
C000805,2024-08-31,0,1,NONE,0.02308,0.52498
C000806,2024-08-31,0,1,NONE,0.06654,0.70057
C000807,2024-08-31,0,1,NONE,0.08148,0.82491
C000808,2024-08-31,0,1,NONE,0.08764,0.81
C000809,2024-08-31,0,1,NONE,0.08071,0.8808
C000810,2024-08-31,0,1,NONE,0.03874,0.75951
C000811,2024-08-31,0,1,NONE,0.04955,0.78583
C000812,2024-08-31,0,0,NONE,0.07563,0.52498
C000813,2024-08-31,0,1,NONE,0.13249,0.93703
C000814,2024-08-31,0,1,NONE,0.08264,0.8808
C000815,2024-08-31,0,0,NONE,0.02758,0.63414
C000816,2024-08-31,0,1,NONE,0.07143,0.86989
C000817,2024-08-31,0,1,NONE,0.05208,0.86989
C000818,2024-08-31,0,1,NONE,0.11356,0.8808
C000819,2024-08-31,0,0,NONE,0.10647,0.82491
C000820,2024-08-31,0,1,NONE,0.0361,0.76852
C000821,2024-08-31,0,1,NONE,0.05171,0.52498
C000822,2024-08-31,0,1,NONE,0.05366,0.7773
C000823,2024-08-31,0,0,NONE,0.17369,0.61064
C000824,2024-08-31,0,1,NONE,0.06665,0.7773
C000825,2024-08-31,0,1,NONE,0.09217,0.75951
C000826,2024-08-31,0,1,NONE,0.11461,0.52498
C000827,2024-08-31,0,0,NONE,0.09263,0.82491
C000828,2024-08-31,0,1,NONE,0.05971,0.56218
C000829,2024-08-31,0,1,NONE,0.06391,0.86989
C000830,2024-08-31,0,1,NONE,0.20758,0.76852
C000831,2024-08-31,0,1,NONE,0.11155,0.82491
C000832,2024-08-31,0,1,NONE,0.05646,0.8808
C000833,2024-08-31,0,0,NONE,0.04937,0.76852
C000834,2024-08-31,0,1,NONE,0.05025,0.8808
C000835,2024-08-31,0,1,NONE,0.05008,0.85815
C000836,2024-08-31,0,1,NONE,0.04991,0.7773
C000837,2024-08-31,0,1,NONE,0.06655,0.91293
C000838,2024-08-31,1,1,P002,0.13925,0.90465
C000839,2024-08-31,0,1,NONE,0.05324,0.71095
C000840,2024-08-31,0,1,NONE,0.08361,0.8808
C000841,2024-08-31,0,1,NONE,0.04703,0.70057
C000842,2024-08-31,0,1,NONE,0.08738,0.91293
C000843,2024-08-31,0,0,NONE,0.08286,0.68997
C000844,2024-08-31,0,0,NONE,0.03509,0.83889
C000845,2024-08-31,1,0,P002,0.0264,0.63414
C000846,2024-08-31,0,1,NONE,0.05243,0.86989
C000847,2024-08-31,0,1,NONE,0.08799,0.83889
C000848,2024-08-31,1,1,P001,0.04262,0.82491
C000849,2024-08-31,0,1,NONE,0.04299,0.70057
C000850,2024-08-31,0,1,NONE,0.07563,0.93703
C000851,2024-08-31,0,0,NONE,0.20919,0.76852
C000852,2024-08-31,0,1,NONE,0.04037,0.83889
C000853,2024-08-31,0,0,NONE,0.27402,0.91293
C000854,2024-08-31,0,1,NONE,0.07752,0.91293
C000855,2024-08-31,0,0,NONE,0.06543,0.71095
C000856,2024-08-31,0,0,NONE,0.09689,0.82491
C000857,2024-08-31,0,1,NONE,0.0385,0.7773
C000858,2024-08-31,0,0,NONE,0.09609,0.91293
C000859,2024-08-31,0,1,NONE,0.04103,0.76852
C000860,2024-08-31,0,1,NONE,0.07369,0.8808
C000861,2024-08-31,0,1,NONE,0.15117,0.8808
C000862,2024-08-31,0,1,NONE,0.06984,0.8808
C000863,2024-08-31,0,1,NONE,0.04532,0.91293
C000864,2024-08-31,0,1,NONE,0.0436,0.8808
C000865,2024-08-31,0,1,NONE,0.06208,0.65701
C000866,2024-08-31,0,1,NONE,0.16396,0.91293
C000867,2024-08-31,0,1,NONE,0.07853,0.86989
C000868,2024-08-31,0,1,NONE,0.08692,0.91293
C000869,2024-08-31,1,1,P002,0.07518,0.52498
C000870,2024-08-31,0,1,NONE,0.1611,0.76852
C000871,2024-08-31,0,0,NONE,0.03658,0.7773
C000872,2024-08-31,0,1,NONE,0.13911,0.70057
C000873,2024-08-31,0,1,NONE,0.08979,0.93703
C000874,2024-08-31,0,0,NONE,0.09056,0.76852
C000875,2024-08-31,0,1,NONE,0.05391,0.68997
C000876,2024-08-31,0,1,NONE,0.04563,0.83202
C000877,2024-08-31,0,1,NONE,0.04674,0.76852
C000878,2024-08-31,0,0,NONE,0.06674,0.71095
C000879,2024-08-31,0,1,NONE,0.0593,0.79413
C000880,2024-08-31,0,0,NONE,0.08556,0.68997
C000881,2024-08-31,0,1,NONE,0.10267,0.76852
C000882,2024-08-31,0,1,NONE,0.044,0.82491
C000883,2024-08-31,0,1,NONE,0.04311,0.93703
C000884,2024-08-31,0,1,NONE,0.08851,0.8808
C000885,2024-08-31,0,1,NONE,0.27228,0.76852
C000886,2024-08-31,0,1,NONE,0.06844,0.83889
C000887,2024-08-31,0,1,NONE,0.07051,0.83889
C000888,2024-08-31,0,1,NONE,0.05756,0.52498
C000889,2024-08-31,0,1,NONE,0.11172,0.83889
C000890,2024-08-31,0,1,NONE,0.09201,0.8808
C000891,2024-08-31,0,1,NONE,0.1091,0.71095
C000892,2024-08-31,0,1,NONE,0.06626,0.90465
C000893,2024-08-31,0,1,NONE,0.04082,0.83889
C000894,2024-08-31,0,0,NONE,0.04342,0.70057
C000895,2024-08-31,0,1,NONE,0.11912,0.91293
C000896,2024-08-31,0,1,NONE,0.07539,0.86989
C000897,2024-08-31,0,1,NONE,0.13686,0.76852
C000898,2024-08-31,0,1,NONE,0.05917,0.71095
C000899,2024-08-31,0,0,NONE,0.04603,0.76852
C000900,2024-08-31,0,0,NONE,0.09442,0.82491
C000901,2024-08-31,0,1,NONE,0.08971,0.82491
C000902,2024-08-31,0,0,NONE,0.05438,0.83889
C000903,2024-08-31,0,1,NONE,0.08003,0.63414
C000904,2024-08-31,0,1,NONE,0.04988,0.79413
C000905,2024-08-31,0,1,NONE,0.14936,0.90465
C000906,2024-08-31,0,0,NONE,0.07418,0.68997
C000907,2024-08-31,0,0,NONE,0.05478,0.82491
C000908,2024-08-31,0,1,NONE,0.06781,0.78583
C000909,2024-08-31,0,1,NONE,0.06539,0.83889
C000910,2024-08-31,0,0,NONE,0.05175,0.61064
C000911,2024-08-31,0,1,NONE,0.06125,0.75951
C000912,2024-08-31,0,1,NONE,0.06543,0.91293
C000913,2024-08-31,0,1,NONE,0.05356,0.86989
C000914,2024-08-31,0,1,NONE,0.06338,0.93703
C000915,2024-08-31,0,1,NONE,0.08475,0.90465
C000916,2024-08-31,0,1,NONE,0.05171,0.90465
C000917,2024-08-31,0,1,NONE,0.03782,0.63414
C000918,2024-08-31,0,1,NONE,0.06118,0.78583
C000919,2024-08-31,0,1,NONE,0.04828,0.76852
C000920,2024-08-31,0,1,NONE,0.04284,0.82491
C000921,2024-08-31,0,0,NONE,0.02868,0.52498
C000922,2024-08-31,1,0,P001,0.06251,0.86989
C000923,2024-08-31,0,0,NONE,0.05562,0.82491
C000924,2024-08-31,0,1,NONE,0.08951,0.8808
C000925,2024-08-31,0,1,NONE,0.06939,0.83889
C000926,2024-08-31,0,1,NONE,0.10124,0.76852
C000927,2024-08-31,0,1,NONE,0.10496,0.76852
C000928,2024-08-31,1,1,P003,0.3199,0.91293
C000929,2024-08-31,0,1,NONE,0.19677,0.8808
C000930,2024-08-31,0,1,NONE,0.07743,0.8808
C000931,2024-08-31,0,1,NONE,0.05411,0.76852
C000932,2024-08-31,0,1,NONE,0.03083,0.71095
C000933,2024-08-31,0,1,NONE,0.08473,0.83889
C000934,2024-08-31,0,1,NONE,0.08147,0.86989
C000935,2024-08-31,0,1,NONE,0.12175,0.86989
C000936,2024-08-31,0,1,NONE,0.06227,0.61064
C000937,2024-08-31,0,1,NONE,0.053,0.87545
C000938,2024-08-31,0,1,NONE,0.05029,0.78583
C000939,2024-08-31,1,1,P002,0.10254,0.91293
C000940,2024-08-31,1,1,P002,0.10951,0.63414
C000941,2024-08-31,0,1,NONE,0.19908,0.61064
C000942,2024-08-31,0,1,NONE,0.06725,0.86989
C000943,2024-08-31,0,0,NONE,0.09712,0.71095
C000944,2024-08-31,0,0,NONE,0.10261,0.76852
C000945,2024-08-31,0,1,NONE,0.09868,0.8808
C000946,2024-08-31,0,0,NONE,0.02651,0.52498
C000947,2024-08-31,0,1,NONE,0.25437,0.82491
C000948,2024-08-31,0,0,NONE,0.07487,0.86989
C000949,2024-08-31,0,1,NONE,0.06706,0.91293
C000950,2024-08-31,0,1,NONE,0.06867,0.83889
C000951,2024-08-31,0,1,NONE,0.06623,0.82491
C000952,2024-08-31,0,1,NONE,0.06496,0.76852
C000953,2024-08-31,0,1,NONE,0.07398,0.76852
C000954,2024-08-31,0,0,NONE,0.08628,0.76852
C000955,2024-08-31,0,1,NONE,0.19514,0.90465
C000956,2024-08-31,0,1,NONE,0.06683,0.75951
C000957,2024-08-31,0,1,NONE,0.03917,0.91293
C000958,2024-08-31,0,0,NONE,0.13823,0.68997
C000959,2024-08-31,0,1,NONE,0.08048,0.82491
C000960,2024-08-31,0,0,NONE,0.16329,0.82491
C000961,2024-08-31,1,1,P002,0.12566,0.68997
C000962,2024-08-31,0,1,NONE,0.0424,0.61064
C000963,2024-08-31,1,1,P001,0.11957,0.78583
C000964,2024-08-31,0,0,NONE,0.04961,0.52498
C000965,2024-08-31,1,1,P003,0.07434,0.90465
C000966,2024-08-31,1,1,P003,0.08258,0.82491
C000967,2024-08-31,0,1,NONE,0.10269,0.93703
C000968,2024-08-31,0,1,NONE,0.05049,0.76852
C000969,2024-08-31,0,1,NONE,0.05001,0.68997
C000970,2024-08-31,0,1,NONE,0.04974,0.83889
C000971,2024-08-31,0,0,NONE,0.06018,0.61064
C000972,2024-08-31,0,1,NONE,0.04582,0.70057
C000973,2024-08-31,0,1,NONE,0.02802,0.52498
C000974,2024-08-31,0,1,NONE,0.09563,0.86989
C000975,2024-08-31,0,1,NONE,0.06483,0.83889
C000976,2024-08-31,0,1,NONE,0.12137,0.8808
C000977,2024-08-31,0,1,NONE,0.17516,0.82491
C000978,2024-08-31,0,1,NONE,0.07255,0.71095
C000979,2024-08-31,0,1,NONE,0.06028,0.82491
C000980,2024-08-31,0,0,NONE,0.04333,0.61064
C000981,2024-08-31,0,1,NONE,0.07972,0.90465
C000982,2024-08-31,0,1,NONE,0.05684,0.80218
