customer_id,age,income_band,employment_type,region,tenure_months,digital_engagement_score,income_band_score,annual_income,customer_segment
C000665,28,Lower-middle,Independent,London,16,0.6817099927303722,2,29562.0,Digital-first
C000666,36,Middle,Salaried,North West,161,0.3668310404512394,3,46315.0,Mass market
C000667,48,Upper-middle,Salaried,London,140,0.3260314424465227,4,68829.0,High-value
C000668,40,High,Salaried,South East,88,0.41298728255876327,5,117732.0,High-value
C000669,26,Lower-middle,Independent,Midlands,106,0.5101818126577237,2,27847.0,Mass market
C000670,44,Lower-middle,Independent,London,161,0.48159448886713835,2,28735.0,Mass market
C000671,46,Low,Independent,South West,139,0.2552852051464357,1,20684.0,Mass market
C000672,40,Middle,Salaried,London,51,0.4786201390447,3,38705.0,Mass market
C000673,42,High,Salaried,Scotland,11,0.2716000436977256,5,74704.0,New customer
C000674,36,Middle,Salaried,London,119,0.13944140072085787,3,45315.0,Mass market
C000675,57,Middle,Salaried,Wales,28,0.45329825549478636,3,40616.0,Mass market
C000676,28,Lower-middle,Contractor,Midlands,18,0.461403751812045,2,22590.0,Mass market
C000677,32,Upper-middle,Contractor,London,176,0.17582925659574927,4,66965.0,High-value
C000678,39,Middle,Contractor,London,86,0.3708805786734661,3,51617.0,Mass market
C000679,50,Low,Contractor,London,118,0.11888160219003864,1,13306.0,Mass market
C000680,21,Lower-middle,Pensioner,Midlands,41,0.7311023875843695,2,32580.0,Digital-first
C000681,23,Low,Salaried,South West,21,0.2185236183498985,1,10693.0,Mass market
C000682,18,Lower-middle,Salaried,South East,14,0.40318396556614217,2,26207.0,Mass market
C000683,39,Low,Salaried,South East,65,0.4082789498362852,1,23301.0,Mass market
C000684,26,Middle,Salaried,Midlands,3,0.757310678467107,3,39794.0,New customer
C000685,34,Middle,Salaried,Midlands,77,0.08230647452295951,3,42604.0,Mass market
C000686,47,Lower-middle,Salaried,North West,60,0.8243799599890621,2,31418.0,Digital-first
C000687,31,Lower-middle,Pensioner,South East,96,0.6623698119305489,2,20310.0,Mass market
C000688,42,High,Salaried,North West,107,0.46582868040976294,5,96096.0,High-value
C000689,35,Upper-middle,Pensioner,Wales,57,0.5074155708686565,4,62637.0,High-value
C000690,47,Middle,Independent,South East,83,0.43949367863093863,3,54515.0,Mass market
C000691,45,Lower-middle,Independent,London,16,0.1976455480192242,2,22464.0,Mass market
C000692,31,Upper-middle,Independent,London,56,0.5007234434574465,4,58215.0,High-value
C000693,37,Lower-middle,Salaried,Midlands,176,0.5426436389752467,2,23841.0,Mass market
C000694,52,Lower-middle,Independent,South East,178,0.6162514660908983,2,23366.0,Mass market
C000695,44,Upper-middle,Salaried,Scotland,88,0.7887782335927487,4,73184.0,Digital-first
C000696,22,Middle,Pensioner,Midlands,169,0.2189907909375984,3,42179.0,Mass market
C000697,47,Middle,Salaried,South East,91,0.6006238286437939,3,38267.0,Mass market
C000698,26,Middle,Salaried,North West,25,0.8469800133962677,3,38520.0,Digital-first
C000699,56,Middle,Independent,London,156,0.395427494279617,3,38215.0,Mass market
C000700,51,Lower-middle,Independent,South West,76,0.7120022895058553,2,25877.0,Digital-first
C000701,42,Lower-middle,Salaried,London,111,0.8740862045580453,2,22335.0,Digital-first
C000702,41,Lower-middle,Independent,Midlands,117,0.7248045952500318,2,26841.0,Digital-first
C000703,36,Low,Salaried,Scotland,57,0.6897146214603176,1,16965.0,Digital-first
C000704,47,Upper-middle,Independent,North West,132,0.5410295978766281,4,54483.0,High-value
C000705,35,Lower-middle,Salaried,South West,91,0.4236667841442844,2,28695.0,Mass market
C000706,42,Middle,Salaried,South East,67,0.5610922569161527,3,43612.0,Mass market
C000707,49,Upper-middle,Salaried,South West,55,0.7374019279309815,4,56478.0,Digital-first
C000708,32,Upper-middle,Salaried,Midlands,135,0.5617673752259812,4,60570.0,High-value
C000709,32,Lower-middle,Salaried,Midlands,47,0.4403337115349811,2,37671.0,Mass market
C000710,25,Middle,Salaried,London,24,0.5135316420902635,3,56249.0,Mass market
C000711,26,High,Salaried,London,159,0.608955856105632,5,78978.0,High-value
C000712,18,Middle,Salaried,Midlands,61,0.301199966113252,3,35855.0,Mass market
C000713,48,Upper-middle,Salaried,London,116,0.2613191865945143,4,51491.0,High-value
C000714,61,Upper-middle,Salaried,North West,129,0.5622381717046437,4,72486.0,High-value
C000715,56,Upper-middle,Independent,South West,151,0.6133203246609172,4,58047.0,High-value
C000716,19,Lower-middle,Pensioner,Scotland,113,0.081915393296417,2,29074.0,Mass market
C000717,48,Middle,Salaried,London,128,0.6729826149864745,3,55420.0,Mass market
C000718,56,Low,Contractor,Scotland,151,0.35120058770220786,1,17970.0,Mass market
C000719,34,Middle,Salaried,London,169,0.628592305132052,3,46746.0,Mass market
C000720,40,High,Salaried,South East,11,0.3613143048764292,5,102910.0,New customer
C000721,18,Middle,Independent,South West,134,0.5233542020389381,3,38047.0,Mass market
C000722,42,Lower-middle,Independent,London,33,0.5982856774747152,2,32745.0,Mass market
C000723,26,Low,Contractor,London,160,0.4486316177932098,1,15553.0,Mass market
C000724,41,High,Salaried,London,11,0.5831148194177613,5,115366.0,New customer
C000725,20,Low,Independent,South East,46,0.20168235138584353,1,16308.0,Mass market
C000726,46,Low,Salaried,South West,37,0.34163801767249047,1,16623.0,Mass market
C000727,51,Lower-middle,Salaried,London,109,0.35636809512015216,2,23124.0,Mass market
C000728,30,Low,Salaried,London,3,0.3467668581927985,1,15338.0,New customer
C000729,25,Middle,Pensioner,Midlands,6,0.3510818051402173,3,39132.0,New customer
C000730,18,Middle,Salaried,London,92,0.7697309677308861,3,25661.0,Digital-first
C000731,36,Lower-middle,Contractor,North West,174,0.17456660916842928,2,26955.0,Mass market
C000732,32,Low,Independent,Scotland,96,0.6406084467389813,1,16537.0,Mass market
C000733,20,Low,Independent,North West,81,0.47037686386777944,1,20275.0,Mass market
C000734,44,Lower-middle,Independent,South West,119,0.4709294326917942,2,29895.0,Mass market
C000735,34,Low,Contractor,South East,100,0.705049476460078,1,15962.0,Digital-first
C000736,26,Middle,Salaried,South West,71,0.47611392023049337,3,38919.0,Mass market
C000737,32,Lower-middle,Salaried,London,107,0.6344688224477432,2,26949.0,Mass market
C000738,52,Lower-middle,Independent,London,3,0.733499630848363,2,34657.0,New customer
C000739,46,Lower-middle,Salaried,Midlands,46,0.363546259732402,2,24316.0,Mass market
C000740,37,Lower-middle,Salaried,London,122,0.49835893188759317,2,24775.0,Mass market
C000741,46,Low,Salaried,South West,63,0.1571667361930643,1,14750.0,Mass market
C000742,25,Low,Salaried,North West,12,0.2684887520013585,1,13732.0,Mass market
C000743,39,Upper-middle,Salaried,Scotland,25,0.30326682993944903,4,65045.0,High-value
C000744,41,Low,Salaried,London,156,0.6496711948582339,1,18584.0,Mass market
C000745,33,Middle,Contractor,South East,61,0.17754502304259528,3,50620.0,Mass market
C000746,44,Middle,Salaried,North West,7,0.5623690537077172,3,48998.0,New customer
C000747,30,Lower-middle,Pensioner,London,131,0.7171347983653732,2,38739.0,Digital-first
C000748,45,Lower-middle,Pensioner,Midlands,96,0.3379238050728325,2,27669.0,Mass market
C000749,46,Upper-middle,Salaried,Midlands,82,0.2759221666370847,4,59416.0,High-value
C000750,18,Upper-middle,Independent,Wales,161,0.5034711422436552,4,49102.0,High-value
C000751,53,Lower-middle,Independent,North West,58,0.5251931397261138,2,31121.0,Mass market
C000752,18,Lower-middle,Independent,London,104,0.3872240912761154,2,28531.0,Mass market
C000753,32,Lower-middle,Salaried,South East,134,0.5716273484772822,2,30918.0,Mass market
C000754,51,Middle,Salaried,Midlands,110,0.6784815802015455,3,34345.0,Mass market
C000755,35,Middle,Salaried,London,39,0.41082165753126965,3,44363.0,Mass market
C000756,21,Lower-middle,Independent,South East,123,0.15401869780659136,2,28919.0,Mass market
C000757,26,Lower-middle,Pensioner,London,134,0.35326715127477765,2,28623.0,Mass market
C000758,51,High,Independent,London,24,0.29445057243667316,5,84614.0,High-value
C000759,18,Low,Independent,South East,32,0.6859950367339477,1,21425.0,Digital-first
C000760,53,Middle,Pensioner,London,122,0.23493505817391952,3,55778.0,Mass market
C000761,38,Middle,Independent,Midlands,24,0.5241928062949207,3,34538.0,Mass market
C000762,25,Low,Salaried,London,158,0.5415161173106534,1,20075.0,Mass market
C000763,32,Low,Contractor,North West,22,0.20721837283811376,1,9712.0,Mass market
C000764,27,Low,Salaried,London,175,0.675135249016962,1,19926.0,Mass market
C000765,49,Upper-middle,Salaried,South West,121,0.6800646559444197,4,43448.0,Digital-first
C000766,48,Low,Salaried,London,81,0.4604075989367145,1,16488.0,Mass market
C000767,18,Lower-middle,Pensioner,South East,50,0.5167934752929999,2,22118.0,Mass market
C000768,34,Low,Salaried,London,63,0.31451558743309604,1,17379.0,Mass market
C000769,29,Low,Salaried,London,135,0.5147582087234661,1,20416.0,Mass market
C000770,55,Middle,Salaried,South East,136,0.15824587981914992,3,29519.0,Mass market
C000771,23,Lower-middle,Salaried,South West,39,0.5490403157102643,2,26390.0,Mass market
C000772,58,Middle,Salaried,Scotland,99,0.28782145591255986,3,38550.0,Mature relationship
C000773,39,Middle,Independent,London,178,0.7457538719371901,3,52625.0,Digital-first
C000774,25,Upper-middle,Contractor,London,48,0.2651166605875729,4,66283.0,High-value
C000775,31,Low,Salaried,North West,125,0.40404013179817144,1,14610.0,Mass market
C000776,29,Upper-middle,Salaried,Midlands,33,0.5929843029265537,4,57325.0,High-value
C000777,24,Middle,Salaried,London,150,0.4453973526399559,3,52457.0,Mass market
C000778,40,Lower-middle,Salaried,North West,33,0.4791694303492664,2,31200.0,Mass market
C000779,24,Upper-middle,Salaried,South East,55,0.2147329108639733,4,52891.0,High-value
C000780,18,Upper-middle,Independent,Midlands,84,0.4375547308284998,4,59351.0,High-value
C000781,34,Lower-middle,Independent,South East,68,0.44535221167567535,2,26947.0,Mass market
C000782,18,Upper-middle,Salaried,South East,33,0.41385932682962084,4,56663.0,High-value
C000783,30,Middle,Salaried,London,116,0.673511858655054,3,30507.0,Mass market
C000784,28,Middle,Salaried,North West,6,0.2625061469254415,3,37446.0,New customer
C000785,29,High,Salaried,London,177,0.41571877362427356,5,116116.0,High-value
C000786,63,Lower-middle,Pensioner,North West,12,0.12824562234353168,2,26292.0,Mature relationship
C000787,40,Upper-middle,Independent,North West,62,0.3592551692234277,4,60976.0,High-value
C000788,42,Lower-middle,Contractor,North West,167,0.11257030865965993,2,28630.0,Mass market
C000789,18,Upper-middle,Contractor,London,30,0.2760869909197516,4,84004.0,High-value
C000790,31,Middle,Independent,London,15,0.7373694218272882,3,42060.0,Digital-first
C000791,42,Lower-middle,Contractor,South East,134,0.5768608835389699,2,32901.0,Mass market
C000792,27,Lower-middle,Salaried,Midlands,15,0.6798217506986303,2,25320.0,Mass market
C000793,50,Lower-middle,Salaried,Scotland,162,0.3740961832810841,2,26838.0,Mass market
C000794,25,Low,Salaried,South East,82,0.4511218597043439,1,18036.0,Mass market
C000795,36,Low,Salaried,South West,156,0.6950624934462669,1,15770.0,Digital-first
C000796,32,Lower-middle,Salaried,London,46,0.36116180863941244,2,27087.0,Mass market
C000797,41,Low,Salaried,South East,27,0.4647020115833586,1,20558.0,Mass market
C000798,31,Lower-middle,Independent,London,173,0.27207892567031877,2,24414.0,Mass market
C000799,36,Middle,Independent,North West,137,0.5779718611569824,3,42001.0,Mass market
C000800,36,Middle,Independent,London,164,0.3878969439483554,3,46763.0,Mass market
C000801,30,Middle,Salaried,London,59,0.5670167371428503,3,36460.0,Mass market
C000802,45,Lower-middle,Independent,North West,74,0.25900079251341557,2,32907.0,Mass market
C000803,42,Upper-middle,Salaried,Midlands,105,0.6347353716743603,4,62723.0,High-value
C000804,38,Middle,Salaried,London,82,0.2569322747381092,3,40890.0,Mass market
C000805,34,Low,Salaried,London,45,0.08890557960086591,1,12217.0,Mass market
C000806,49,Low,Salaried,South East,69,0.3324774788855538,1,16924.0,Mass market
C000807,36,Middle,Salaried,London,110,0.672202258895296,3,44497.0,Mass market
C000808,35,Lower-middle,Contractor,London,9,0.30780664679375147,2,35819.0,New customer
C000809,40,Middle,Independent,Midlands,62,0.4657557486904055,3,45816.0,Mass market
C000810,59,High,Independent,London,54,0.32398510875109815,5,112118.0,High-value
C000811,23,Low,Salaried,Midlands,15,0.6132057241321641,1,14518.0,Mass market
C000812,48,Low,Contractor,South East,24,0.7260873880470576,1,17635.0,Digital-first
C000813,18,High,Independent,London,90,0.4163022416400582,5,113555.0,High-value
C000814,42,Middle,Salaried,London,21,0.21912819509475057,3,36034.0,Mass market
C000815,58,Low,Independent,London,64,0.38584510902407204,1,20780.0,Mature relationship
C000816,45,Upper-middle,Salaried,London,102,0.6643460073438483,4,69275.0,High-value
C000817,41,Upper-middle,Salaried,London,157,0.1970667360119971,4,64725.0,High-value
C000818,32,Middle,Salaried,Scotland,20,0.4213726766002739,3,39791.0,Mass market
C000819,39,Middle,Salaried,South West,79,0.32490790711092676,3,35372.0,Mass market
C000820,36,Lower-middle,Salaried,South East,21,0.05151399235269233,2,35954.0,Mass market
C000821,30,Low,Salaried,Midlands,78,0.21172019138725487,1,19820.0,Mass market
C000822,36,Middle,Salaried,Midlands,88,0.3268792587106675,3,44289.0,Mass market
C000823,41,Lower-middle,Pensioner,South West,144,0.6725648917994941,2,26150.0,Mass market
C000824,30,Middle,Salaried,London,81,0.4674280333331466,3,42254.0,Mass market
C000825,29,Upper-middle,Salaried,London,168,0.4119371014724151,4,63634.0,High-value
C000826,23,Low,Salaried,London,27,0.5935176030945712,1,19152.0,Mass market
C000827,44,Middle,Contractor,London,12,0.3768781822463754,3,46935.0,Mass market
C000828,46,Lower-middle,Salaried,London,3,0.15616535700606266,2,24495.0,New customer
C000829,42,Upper-middle,Contractor,South West,66,0.3252034111738166,4,47451.0,High-value
C000830,51,Lower-middle,Salaried,Scotland,37,0.3980099985325245,2,28378.0,Mass market
C000831,40,Middle,Salaried,London,19,0.6273329955241868,3,30259.0,Mass market
C000832,44,Middle,Salaried,South East,44,0.30383279163359767,3,39825.0,Mass market
C000833,43,Lower-middle,Salaried,South East,175,0.37032751245234113,2,25719.0,Mass market
C000834,38,Middle,Contractor,South East,144,0.3924752476230727,3,45305.0,Mass market
C000835,33,Middle,Contractor,Midlands,6,0.4305236759961383,3,55323.0,New customer
C000836,66,Middle,Salaried,London,165,0.6685870828917387,3,28932.0,Mature relationship
C000837,34,Upper-middle,Pensioner,South West,39,0.5376302489446904,4,84560.0,High-value
C000838,31,High,Salaried,Wales,74,0.3615994712311772,5,91457.0,High-value
C000839,44,Lower-middle,Salaried,Midlands,60,0.6505696999139254,2,29558.0,Mass market
C000840,42,Middle,Salaried,Midlands,74,0.16446916333640652,3,32492.0,Mass market
C000841,22,Low,Salaried,South East,137,0.33659847275023386,1,20871.0,Mass market
C000842,52,Upper-middle,Contractor,London,129,0.5485737200862463,4,62411.0,High-value
C000843,38,Middle,Salaried,London,108,0.5138179913272098,3,41587.0,Mass market
C000844,26,Lower-middle,Salaried,Midlands,113,0.2966228073161833,2,19321.0,Mass market
C000845,53,Low,Salaried,London,131,0.3071393479490955,1,18213.0,Mass market
C000846,47,Upper-middle,Salaried,South West,35,0.17126775475278488,4,70391.0,High-value
C000847,24,Lower-middle,Salaried,South East,73,0.3581906431965652,2,26941.0,Mass market
C000848,60,Middle,Independent,South East,22,0.23380416307698226,3,49891.0,Mature relationship
C000849,47,Low,Salaried,London,127,0.27632049135870973,1,21263.0,Mass market
C000850,39,High,Salaried,Wales,80,0.40119663080753737,5,85255.0,High-value
C000851,58,Lower-middle,Salaried,London,115,0.8235140887925262,2,35146.0,Digital-first
C000852,41,Lower-middle,Salaried,London,102,0.534500690275829,2,28203.0,Mass market
C000853,39,Upper-middle,Salaried,London,51,0.4699142849323803,4,62493.0,High-value
C000854,31,Upper-middle,Independent,Midlands,27,0.10512962590424992,4,62982.0,High-value
C000855,46,Lower-middle,Pensioner,Wales,175,0.382712794923976,2,28311.0,Mass market
C000856,45,Middle,Salaried,London,54,0.8523507632835544,3,24326.0,Digital-first
C000857,39,Middle,Pensioner,Scotland,22,0.3630541576531603,3,40753.0,Mass market
C000858,30,Upper-middle,Independent,London,57,0.5884573962825203,4,48470.0,High-value
C000859,41,Lower-middle,Independent,Midlands,162,0.40593830485777227,2,35286.0,Mass market
C000860,38,Middle,Independent,London,49,0.5555775594648776,3,52658.0,Mass market
C000861,23,Middle,Independent,South East,177,0.5788629991994867,3,47725.0,Mass market
C000862,21,Middle,Contractor,Midlands,84,0.6675511288868798,3,40397.0,Mass market
C000863,46,Upper-middle,Salaried,Midlands,155,0.06193537104647539,4,52000.0,High-value
C000864,18,Middle,Salaried,London,118,0.07107661687367793,3,37581.0,Mass market
C000865,41,Low,Salaried,South West,10,0.37353792199566316,1,23595.0,New customer
C000866,33,Upper-middle,Salaried,Wales,93,0.7261273376149472,4,55133.0,Digital-first
C000867,55,Upper-middle,Independent,South East,76,0.5562457127246302,4,38632.0,High-value
C000868,33,Upper-middle,Salaried,Midlands,38,0.45822230370107714,4,72219.0,High-value
C000869,47,Low,Salaried,North West,100,0.30237221879393816,1,22321.0,Mass market
C000870,34,Lower-middle,Salaried,London,21,0.43235336952445774,2,35433.0,Mass market
C000871,40,Middle,Salaried,South West,126,0.20523999567109563,3,48978.0,Mass market
C000872,48,Low,Independent,London,148,0.9304679918236363,1,21460.0,Digital-first
C000873,33,High,Independent,North West,19,0.28893638974513547,5,95805.0,High-value
C000874,51,Lower-middle,Salaried,London,87,0.20020428370403015,2,18698.0,Mass market
C000875,27,Middle,Salaried,London,118,0.30928946287996784,3,42187.0,Mass market
C000876,43,Upper-middle,Salaried,Midlands,13,0.6679284343335544,4,68166.0,High-value
C000877,50,Lower-middle,Salaried,South East,71,0.622084531381925,2,27394.0,Mass market
C000878,47,Lower-middle,Independent,South West,48,0.7142475896825753,2,27190.0,Digital-first
C000879,62,Middle,Salaried,Wales,9,0.27867272510027485,3,35521.0,New customer
C000880,30,Middle,Salaried,London,145,0.5956752384285998,3,35268.0,Mass market
C000881,22,Lower-middle,Salaried,London,81,0.44171971837600504,2,36235.0,Mass market
C000882,27,Middle,Pensioner,South East,136,0.5196336344297823,3,54596.0,Mass market
C000883,47,High,Independent,South East,106,0.1587626305708923,5,94960.0,High-value
C000884,45,Middle,Salaried,South East,158,0.5648076185689607,3,43892.0,Mass market
C000885,40,Lower-middle,Salaried,South West,179,0.8713806910974246,2,23606.0,Digital-first
C000886,26,Lower-middle,Salaried,North West,109,0.2859158599827113,2,30879.0,Mass market
C000887,48,Lower-middle,Pensioner,London,65,0.16455330234972007,2,35883.0,Mass market
C000888,24,Low,Salaried,South East,77,0.9313715306424913,1,13596.0,Digital-first
C000889,53,Lower-middle,Salaried,Midlands,149,0.589012979327844,2,30078.0,Mass market
C000890,73,Middle,Pensioner,South East,78,0.5945459589841025,3,45622.0,Mature relationship
C000891,43,Lower-middle,Independent,London,94,0.7700389924117712,2,30364.0,Digital-first
C000892,46,High,Salaried,South East,37,0.7061911774813797,5,119971.0,Digital-first
C000893,33,Lower-middle,Salaried,South East,178,0.30625751865906303,2,37121.0,Mass market
C000894,18,Low,Salaried,London,118,0.1838007731038713,1,17328.0,Mass market
C000895,32,Upper-middle,Independent,North West,61,0.6988073352056945,4,68678.0,Digital-first
C000896,26,Upper-middle,Salaried,London,106,0.28499693672500487,4,62836.0,High-value
C000897,22,Lower-middle,Pensioner,Midlands,74,0.23222548330645493,2,25168.0,Mass market
C000898,60,Lower-middle,Pensioner,South East,30,0.7653418752572563,2,29213.0,Digital-first
C000899,42,Lower-middle,Salaried,South West,157,0.23840898015537382,2,31008.0,Mass market
C000900,44,Middle,Independent,London,159,0.37419188146160665,3,43458.0,Mass market
C000901,35,Middle,Salaried,London,150,0.7603155467226744,3,36078.0,Digital-first
C000902,37,Lower-middle,Salaried,London,68,0.11748537045645774,2,25923.0,Mass market
C000903,51,Low,Independent,South East,48,0.8190161779719048,1,16687.0,Digital-first
C000904,39,Middle,Salaried,London,11,0.11802002121736935,3,36339.0,New customer
C000905,45,High,Salaried,North West,132,0.32703441553126916,5,99766.0,High-value
C000906,37,Middle,Salaried,London,61,0.1711001312401509,3,44810.0,Mass market
C000907,35,Middle,Salaried,London,160,0.38490824761420606,3,48582.0,Mass market
C000908,22,Low,Salaried,South East,156,0.4552660828049833,1,15530.0,Mass market
C000909,18,Lower-middle,Independent,North West,25,0.20823624162935772,2,25413.0,Mass market
C000910,36,Lower-middle,Contractor,South West,165,0.41374572802674087,2,34964.0,Mass market
C000911,40,Upper-middle,Independent,North West,27,0.2236030510634685,4,60368.0,High-value
C000912,24,Upper-middle,Contractor,Midlands,89,0.43952734101825636,4,62299.0,High-value
C000913,39,Upper-middle,Salaried,North West,86,0.22840485395869278,4,60263.0,High-value
C000914,40,High,Contractor,North West,172,0.4612780965409054,5,112222.0,High-value
C000915,18,High,Salaried,London,119,0.19193107867893683,5,112811.0,High-value
C000916,28,High,Salaried,Midlands,157,0.4309556978505616,5,111921.0,High-value
C000917,44,Low,Pensioner,North West,108,0.20590417643620235,1,18077.0,Mass market
C000918,44,Low,Salaried,London,149,0.3196479298240312,1,15487.0,Mass market
C000919,25,Lower-middle,Salaried,Midlands,153,0.49846891502900126,2,36625.0,Mass market
C000920,41,Middle,Salaried,South East,155,0.21895169499103373,3,47754.0,Mass market
C000921,51,Low,Salaried,South East,75,0.07022847325707215,1,16685.0,Mass market
C000922,48,Upper-middle,Salaried,London,70,0.06064591230760784,4,76124.0,High-value
C000923,38,Middle,Salaried,Midlands,177,0.477963250051697,3,38401.0,Mass market
C000924,33,Middle,Contractor,South West,136,0.6264813725109614,3,51480.0,Mass market
C000925,31,Lower-middle,Salaried,London,165,0.7333673571011078,2,34623.0,Digital-first
C000926,45,Lower-middle,Salaried,South East,105,0.6359899441255413,2,23872.0,Mass market
C000927,41,Lower-middle,Salaried,London,167,0.2932137675205447,2,30606.0,Mass market
C000928,47,Upper-middle,Contractor,London,130,0.9145870038846603,4,69759.0,Digital-first
C000929,41,Middle,Salaried,Wales,134,0.717489819546438,3,59572.0,Digital-first
C000930,49,Middle,Salaried,South East,34,0.7143812790422523,3,37012.0,Digital-first
C000931,40,Lower-middle,Salaried,South East,103,0.2633274878541152,2,34418.0,Mass market
C000932,48,Lower-middle,Independent,London,132,0.5797561648702698,2,28078.0,Mass market
C000933,49,Lower-middle,Independent,Wales,137,0.46037760873222683,2,22439.0,Mass market
C000934,29,Upper-middle,Independent,London,172,0.26180526978340574,4,60810.0,High-value
C000935,18,Upper-middle,Independent,North West,60,0.7901232960052081,4,62024.0,Digital-first
C000936,58,Lower-middle,Salaried,London,56,0.19046418630482864,2,23256.0,Mature relationship
C000937,42,High,Salaried,London,174,0.2088760080945555,5,99745.0,High-value
C000938,18,Low,Salaried,North West,177,0.5083284398625059,1,20758.0,Mass market
C000939,30,Upper-middle,Salaried,London,34,0.3204465004697982,4,64363.0,High-value
C000940,48,Low,Salaried,Midlands,69,0.26511471625749816,1,16439.0,Mass market
C000941,36,Lower-middle,Salaried,London,170,0.2916069144133648,2,27335.0,Mass market
C000942,33,Upper-middle,Salaried,North West,38,0.6168271654905501,4,61955.0,High-value
C000943,56,Lower-middle,Salaried,North West,141,0.8363059972128242,2,28974.0,Digital-first
C000944,26,Lower-middle,Salaried,North West,22,0.49308729861973294,2,32972.0,Mass market
C000945,29,Middle,Independent,London,34,0.5107127095543316,3,43827.0,Mass market
C000946,42,Lower-middle,Independent,North West,141,0.462073923231812,2,21716.0,Mass market
C000947,44,Middle,Salaried,Wales,110,0.44242623205950476,3,38221.0,Mass market
C000948,45,Upper-middle,Salaried,London,101,0.6486729877482098,4,63647.0,High-value
C000949,50,Upper-middle,Independent,London,154,0.12539396724925075,4,73151.0,High-value
C000950,41,Lower-middle,Independent,South West,57,0.368881751140535,2,33814.0,Mass market
C000951,45,Middle,Salaried,London,92,0.19270962510142778,3,53926.0,Mass market
C000952,36,Lower-middle,Salaried,Midlands,110,0.42198919826416054,2,28585.0,Mass market
C000953,40,Lower-middle,Independent,North West,133,0.4917719184529686,2,31420.0,Mass market
C000954,40,Lower-middle,Independent,London,61,0.4516595239980866,2,21484.0,Mass market
C000955,42,High,Salaried,Midlands,115,0.7897391736397971,5,101534.0,Digital-first
C000956,48,Upper-middle,Salaried,Midlands,82,0.6421111931329387,4,51333.0,High-value
C000957,46,Upper-middle,Contractor,London,98,0.07369459134626485,4,61380.0,High-value
C000958,40,Middle,Salaried,South West,155,0.506941132013098,3,62361.0,Mass market
C000959,29,Middle,Contractor,London,72,0.7144948815480191,3,44040.0,Digital-first
C000960,40,Middle,Salaried,South East,121,0.5671432503674679,3,36195.0,Mass market
C000961,39,Middle,Salaried,South West,169,0.7581578135846693,3,44740.0,Digital-first
C000962,41,Lower-middle,Salaried,London,137,0.5321769097629943,2,25684.0,Mass market
C000963,65,Low,Salaried,South West,178,0.6897323898675285,1,15233.0,Digital-first
C000964,33,Low,Contractor,London,106,0.503580061560961,1,24057.0,Mass market
C000965,44,High,Salaried,South East,52,0.4726554080437818,5,111216.0,High-value
C000966,52,Middle,Pensioner,London,178,0.5074262525333713,3,44322.0,Mass market
C000967,40,High,Salaried,Midlands,117,0.3130379387746382,5,89044.0,High-value
C000968,67,Lower-middle,Contractor,North West,45,0.24925204389307276,2,26608.0,Mature relationship
C000969,34,Middle,Contractor,South West,59,0.4898910763920453,3,52365.0,Mass market
C000970,43,Lower-middle,Salaried,Wales,49,0.3125133071356247,2,29373.0,Mass market
C000971,29,Lower-middle,Salaried,Midlands,150,0.6646989572159056,2,14189.0,Mass market
C000972,35,Low,Independent,North West,19,0.7895420055996508,1,24972.0,Digital-first
C000973,42,Low,Salaried,South East,133,0.21667831813569144,1,18527.0,Mass market
C000974,49,Upper-middle,Pensioner,Scotland,101,0.09586593354841562,4,65406.0,High-value
C000975,43,Lower-middle,Salaried,Midlands,16,0.19773768120690807,2,32868.0,Mass market
C000976,54,Middle,Salaried,South West,111,0.3797075492075544,3,45128.0,Mass market
C000977,38,Middle,Salaried,London,136,0.7316687866845556,3,47019.0,Digital-first
C000978,35,Lower-middle,Independent,South East,131,0.6807245146719043,2,26102.0,Digital-first
C000979,71,Middle,Pensioner,North West,96,0.18421378073351974,3,33736.0,Mature relationship
C000980,44,Lower-middle,Salaried,London,62,0.558190844770866,2,29255.0,Mass market
C000981,30,High,Independent,London,32,0.34283872090482637,5,116761.0,High-value
C000982,31,Upper-middle,Contractor,Wales,5,0.37622297243060115,4,55574.0,New customer
C000983,28,Middle,Salaried,South East,66,0.3394599219628984,3,37108.0,Mass market
C000984,50,Middle,Salaried,London,114,0.4512247223922225,3,50205.0,Mass market
C000985,35,Low,Independent,London,9,0.5241352234616984,1,16683.0,New customer
C000986,41,Upper-middle,Independent,South East,179,0.42116675660440595,4,57927.0,High-value
C000987,38,Lower-middle,Salaried,Midlands,106,0.3646782043595568,2,26328.0,Mass market
C000988,48,Low,Contractor,Scotland,55,0.8640707304374471,1,17813.0,Digital-first
C000989,29,Lower-middle,Salaried,Wales,173,0.7524695652230942,2,20950.0,Digital-first
C000990,26,Upper-middle,Contractor,Midlands,35,0.6811505843341794,4,56650.0,Digital-first
C000991,42,Middle,Contractor,North West,172,0.6941834334669961,3,43548.0,Digital-first
C000992,46,Upper-middle,Contractor,London,52,0.4262010995971198,4,64215.0,High-value
C000993,43,Upper-middle,Salaried,South West,70,0.33423429632857676,4,73487.0,High-value
C000994,29,Lower-middle,Salaried,London,78,0.7547010800750655,2,36240.0,Digital-first
C000995,47,Upper-middle,Salaried,London,179,0.646883735776764,4,77004.0,High-value
C000996,30,Lower-middle,Salaried,Wales,47,0.11059744288956022,2,32098.0,Mass market
